Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
immune activation - generic cluster,T cell differentiation,4,12,33.33,8.566371540923447e-14,13.067203093297657
immune activation - generic cluster,TLR and inflammatory signaling,19,45,42.22,3.278120009550404e-28,27.484375151274527
immune activation - generic cluster,TLR and inflammatory signaling,19,45,42.22,3.278120009550404e-28,27.484375151274527
immune activation - generic cluster,T cell differentiation (Th2),7,17,41.18,2.383367148892578e-15,14.622809051041687
immune activation - generic cluster,T cell differentiation (Th2),7,17,41.18,2.383367148892578e-15,14.622809051041687
immune activation - generic cluster,TLR8-BAFF network,3,10,30,9.215339081902531e-13,12.03548868012045
immune activation - generic cluster,TLR8-BAFF network,3,10,30,9.215339081902531e-13,12.03548868012045
immune activation - generic cluster,antigen presentation (lipids and proteins),2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,antigen presentation (lipids and proteins),2,11,18.18,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in neutrophils (I),30,347,8.65,1.930737943103575e-21,20.71427666852374
immune activation - generic cluster,enriched in neutrophils (I),30,347,8.65,1.930737943103575e-21,20.71427666852374
immune activation - generic cluster,complement and other receptors in DCs,2,347,0.58,2.937110354369734e-19,18.532079735672138
immune activation - generic cluster,complement and other receptors in DCs,2,347,0.58,2.937110354369734e-19,18.532079735672138
immune activation - generic cluster,enriched in B cells (I),11,347,3.17,1.7752961779128535e-46,45.750729181931206
immune activation - generic cluster,enriched in B cells (I),11,347,3.17,1.7752961779128535e-46,45.750729181931206
immune activation - generic cluster,enriched in B cells (II),7,347,2.02,6.623536885721196e-44,43.178910040807565
immune activation - generic cluster,enriched in B cells (II),7,347,2.02,6.623536885721196e-44,43.178910040807565
immune activation - generic cluster,enriched in B cells (III),6,347,1.73,8.479849035164406e-40,39.07161187932096
immune activation - generic cluster,enriched in B cells (III),6,347,1.73,8.479849035164406e-40,39.07161187932096
immune activation - generic cluster,enriched in B cells (IV),5,347,1.44,1.6447817984470444e-17,16.78389170866594
immune activation - generic cluster,enriched in B cells (IV),5,347,1.44,1.6447817984470444e-17,16.78389170866594
immune activation - generic cluster,CD1 and other DC receptors,5,347,1.44,5.757836011763484e-9,8.239740708370823
immune activation - generic cluster,CD1 and other DC receptors,5,347,1.44,5.757836011763484e-9,8.239740708370823
immune activation - generic cluster,inflammasome receptors and signaling,2,347,0.58,8.088350052802794e-18,17.0921400613351
immune activation - generic cluster,inflammasome receptors and signaling,2,347,0.58,8.088350052802794e-18,17.0921400613351
immune activation - generic cluster,BCR signaling,2,347,0.58,8.088350052802794e-18,17.0921400613351
immune activation - generic cluster,BCR signaling,2,347,0.58,8.088350052802794e-18,17.0921400613351
immune activation - generic cluster,B cell development/activation,4,347,1.15,2.534218247523173e-12,11.59615598629019
immune activation - generic cluster,B cell development/activation,4,347,1.15,2.534218247523173e-12,11.59615598629019
immune activation - generic cluster,"CCR1, 7 and cell signaling",2,347,0.58,7.787610491748567e-15,14.108595778455884
immune activation - generic cluster,"CCR1, 7 and cell signaling",2,347,0.58,7.787610491748567e-15,14.108595778455884
immune activation - generic cluster,lymphocyte generic cluster,11,347,3.17,4.806352251557065e-9,8.318184403465233
immune activation - generic cluster,lymphocyte generic cluster,11,347,3.17,4.806352251557065e-9,8.318184403465233
immune activation - generic cluster,"T & B cell development, activation",39,347,11.24,2.481371417247322e-5,4.605308224688619
immune activation - generic cluster,"T & B cell development, activation",39,347,11.24,2.481371417247322e-5,4.605308224688619
immune activation - generic cluster,enriched in activated dendritic cells/monocytes,4,347,1.15,1.0817583787372309e-20,19.96586973229725
immune activation - generic cluster,enriched in activated dendritic cells/monocytes,4,347,1.15,1.0817583787372309e-20,19.96586973229725
immune activation - generic cluster,enriched in B cells (VI),3,347,0.86,1.7140464210571667e-26,25.765977420373165
immune activation - generic cluster,enriched in B cells (VI),3,347,0.86,1.7140464210571667e-26,25.765977420373165
immune activation - generic cluster,enriched in antigen presentation (I),4,347,1.15,5.393809090656515e-22,21.268104429099605
immune activation - generic cluster,enriched in antigen presentation (I),4,347,1.15,5.393809090656515e-22,21.268104429099605
immune activation - generic cluster,enriched in monocytes (III),4,347,1.15,8.566371540923445e-14,13.067203093297659
immune activation - generic cluster,enriched in monocytes (III),4,347,1.15,8.566371540923445e-14,13.067203093297659
immune activation - generic cluster,antiviral IFN signature,3,347,0.86,5.927759911134116e-29,28.227109394667927
immune activation - generic cluster,antiviral IFN signature,3,347,0.86,5.927759911134116e-29,28.227109394667927
immune activation - generic cluster,"myeloid cell cytokines, metallopeptidases and laminins",2,347,0.58,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,"myeloid cell cytokines, metallopeptidases and laminins",2,347,0.58,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in myeloid cells and monocytes,10,347,2.88,3.5406749314077026e-31,30.45091394389321
immune activation - generic cluster,enriched in myeloid cells and monocytes,10,347,2.88,3.5406749314077026e-31,30.45091394389321
immune activation - generic cluster,enriched in naive and memory B cells,2,347,0.58,7.787610491748567e-15,14.108595778455884
immune activation - generic cluster,enriched in naive and memory B cells,2,347,0.58,7.787610491748567e-15,14.108595778455884
immune activation - generic cluster,chemokines and inflammatory molecules in myeloid cells,3,347,0.86,3.1195644863240516e-25,24.50590603238809
immune activation - generic cluster,chemokines and inflammatory molecules in myeloid cells,3,347,0.86,3.1195644863240516e-25,24.50590603238809
immune activation - generic cluster,enriched in antigen presentation (II),2,347,0.58,1.9697480930199133e-33,32.70558931130373
immune activation - generic cluster,enriched in antigen presentation (II),2,347,0.58,1.9697480930199133e-33,32.70558931130373
immune activation - generic cluster,viral sensing & immunity; IRF2 targets network (I),2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,viral sensing & immunity; IRF2 targets network (I),2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,complement activation (I),2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,complement activation (I),2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,enriched in monocytes (IV),39,347,11.24,2.300990712089847e-16,15.638085134350161
immune activation - generic cluster,enriched in monocytes (IV),39,347,11.24,2.300990712089847e-16,15.638085134350161
immune activation - generic cluster,enriched in monocytes (surface),8,347,2.31,1.0635775901933018e-13,12.973230821921442
immune activation - generic cluster,enriched in monocytes (surface),8,347,2.31,1.0635775901933018e-13,12.973230821921442
immune activation - generic cluster,enriched in activated dendritic cells (I),2,347,0.58,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in activated dendritic cells (I),2,347,0.58,2.4062841407088285e-16,15.618653091270534
immune activation - generic cluster,enriched in B cell differentiation,7,347,2.02,6.664269928629539e-10,9.17624742064386
immune activation - generic cluster,enriched in B cell differentiation,7,347,2.02,6.664269928629539e-10,9.17624742064386
immune activation - generic cluster,double positive thymocytes,6,347,1.73,1.317793488712057e-11,10.88015264265539
immune activation - generic cluster,double positive thymocytes,6,347,1.73,1.317793488712057e-11,10.88015264265539
immune activation - generic cluster,recruitment of neutrophils,3,347,0.86,2.8554571803078166e-14,13.54432434801732
immune activation - generic cluster,recruitment of neutrophils,3,347,0.86,2.8554571803078166e-14,13.54432434801732
immune activation - generic cluster,MHC-TLR7-TLR8 cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,MHC-TLR7-TLR8 cluster,2,347,0.58,9.933350074873909e-25,24.002904258688453
immune activation - generic cluster,"plasma cells & B cells, immunoglobulins",2,347,0.58,1.9479084915022012e-53,52.71043144918693
immune activation - generic cluster,"plasma cells & B cells, immunoglobulins",2,347,0.58,1.9479084915022012e-53,52.71043144918693
immune activation - generic cluster,enriched in neutrophils (II),5,347,1.44,8.758874272180105e-15,14.05755170762148
immune activation - generic cluster,enriched in neutrophils (II),5,347,1.44,8.758874272180105e-15,14.05755170762148
immune activation - generic cluster,enriched in activated dendritic cells (II),7,347,2.02,4.873117136888978e-36,35.31219314919882
immune activation - generic cluster,enriched in activated dendritic cells (II),7,347,2.02,4.873117136888978e-36,35.31219314919882
immune activation - generic cluster,enriched in dendritic cells,8,347,2.31,2.84605993338425e-16,15.545755958621376
immune activation - generic cluster,enriched in dendritic cells,8,347,2.31,2.84605993338425e-16,15.545755958621376
immune activation - generic cluster,T cell surface signature,4,347,1.15,7.785828610923207e-33,32.10869516061651
immune activation - generic cluster,T cell surface signature,4,347,1.15,7.785828610923207e-33,32.10869516061651
immune activation - generic cluster,NK cell surface signature,3,347,0.86,5.737627911570384e-56,55.241267619420704
immune activation - generic cluster,NK cell surface signature,3,347,0.86,5.737627911570384e-56,55.241267619420704
immune activation - generic cluster,B cell surface signature,7,347,2.02,9.449834214426352e-126,125.02457581057978
immune activation - generic cluster,B cell surface signature,7,347,2.02,9.449834214426352e-126,125.02457581057978
immune activation - generic cluster,Monocyte surface signature,25,347,7.2,5.298915175542823e-58,57.275813032568806
immune activation - generic cluster,Monocyte surface signature,25,347,7.2,5.298915175542823e-58,57.275813032568806
immune activation - generic cluster,DC surface signature,8,347,2.31,6.900890857929469e-74,73.16109484118896
immune activation - generic cluster,DC surface signature,8,347,2.31,6.900890857929469e-74,73.16109484118896
immune activation - generic cluster,CD4 T cell surface signature Th2-stimulated,2,347,0.58,2.937110354369734e-19,18.532079735672138
immune activation - generic cluster,CD4 T cell surface signature Th2-stimulated,2,347,0.58,2.937110354369734e-19,18.532079735672138
immune activation - generic cluster,Naive B cell surface signature,2,347,0.58,2.096212664739707e-63,62.67856465945654
immune activation - generic cluster,Naive B cell surface signature,2,347,0.58,2.096212664739707e-63,62.67856465945654
immune activation - generic cluster,Memory B cell surface signature,2,347,0.58,1.4563959959854385e-47,46.83672052372589
immune activation - generic cluster,Memory B cell surface signature,2,347,0.58,1.4563959959854385e-47,46.83672052372589
immune activation - generic cluster,Resting dendritic cell surface signature,10,347,2.88,1.5254477818684582e-65,64.81660265425201
immune activation - generic cluster,Resting dendritic cell surface signature,10,347,2.88,1.5254477818684582e-65,64.81660265425201
immune activation - generic cluster,Activated (LPS) dendritic cell surface signature,2,347,0.58,1.4563959959854385e-47,46.83672052372589
immune activation - generic cluster,Activated (LPS) dendritic cell surface signature,2,347,0.58,1.4563959959854385e-47,46.83672052372589
enriched in neutrophils (I),enriched in monocytes (II),15,189,7.94,1.1041456992021644e-30,29.956973614845523
enriched in neutrophils (I),enriched in monocytes (II),15,189,7.94,1.1041456992021644e-30,29.956973614845523
enriched in neutrophils (I),TLR and inflammatory signaling,8,45,17.78,1.707299861652749e-17,16.767690194864098
enriched in neutrophils (I),TLR and inflammatory signaling,8,45,17.78,1.707299861652749e-17,16.767690194864098
enriched in neutrophils (I),immune activation - generic cluster,30,347,8.65,1.930737943103575e-21,20.71427666852374
enriched in neutrophils (I),immune activation - generic cluster,30,347,8.65,1.930737943103575e-21,20.71427666852374
enriched in neutrophils (I),enriched in activated dendritic cells/monocytes,2,52,3.85,3.9331265430636915e-13,12.405262080523842
enriched in neutrophils (I),enriched in activated dendritic cells/monocytes,2,52,3.85,3.9331265430636915e-13,12.405262080523842
enriched in neutrophils (I),enriched in myeloid cells and monocytes,2,52,3.85,1.4792723749283987e-21,20.8299518530231
enriched in neutrophils (I),enriched in myeloid cells and monocytes,2,52,3.85,1.4792723749283987e-21,20.8299518530231
enriched in neutrophils (I),enriched in monocytes (IV),3,52,5.77,4.7528029291434495e-27,26.32305019297642
enriched in neutrophils (I),enriched in monocytes (IV),3,52,5.77,4.7528029291434495e-27,26.32305019297642
enriched in neutrophils (I),recruitment of neutrophils,8,52,15.38,0.006289308176100628,2.2013971243204513
enriched in neutrophils (I),recruitment of neutrophils,8,52,15.38,0.006289308176100628,2.2013971243204513
enriched in neutrophils (I),Monocyte surface signature,11,52,21.15,8.166573877024501e-25,24.087960104835762
enriched in neutrophils (I),Monocyte surface signature,11,52,21.15,8.166573877024501e-25,24.087960104835762
chemokines and receptors,T cell activation (II),2,31,6.45,2.0114184200871501e-7,6.696497577024841
chemokines and receptors,T cell activation (II),2,31,6.45,2.0114184200871501e-7,6.696497577024841
chemokines and receptors,innate activation by cytosolic DNA sensing,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
chemokines and receptors,innate activation by cytosolic DNA sensing,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
